proteinId	gotermId	goName	gotermType	goAcc
72780	2757	nucleus	cellular_component	GO:0005634
72780	1056	DNA binding	molecular_function	GO:0003677
72800	1606	exo-alpha-sialidase activity	molecular_function	GO:0004308
72859	2680	molecular function unknown	molecular_function	GO:0005554
72896	10992	integral to endoplasmic reticulum membrane	cellular_component	GO:0030176
72896	5661	macromolecule biosynthesis	biological_process	GO:0009059
72907	1636	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
72918	3503	protein biosynthesis	biological_process	GO:0006412
72918	2953	ribosome	cellular_component	GO:0005840
72918	2746	intracellular	cellular_component	GO:0005622
72918	1107	structural constituent of ribosome	molecular_function	GO:0003735
72922	7826	membrane	cellular_component	GO:0016020
72922	3929	amino acid transport	biological_process	GO:0006865
72922	2494	amino acid-polyamine transporter activity	molecular_function	GO:0005279
72922	3879	transport	biological_process	GO:0006810
72993	4913	zinc ion binding	molecular_function	GO:0008270
72993	3444	transcription	biological_process	GO:0006350
72993	2757	nucleus	cellular_component	GO:0005634
72993	1056	DNA binding	molecular_function	GO:0003677
73016	8235	oxidoreductase activity	molecular_function	GO:0016491
73016	3218	electron transport	biological_process	GO:0006118
73016	18156	FAD binding	molecular_function	GO:0050660
73016	8352	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
73016	5421	choline dehydrogenase activity	molecular_function	GO:0008812
73024	7827	integral to membrane	cellular_component	GO:0016021
73024	4231	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
73024	680	rhodopsin-like receptor activity	molecular_function	GO:0001584
73039	3551	protein amino acid phosphorylation	biological_process	GO:0006468
73039	2653	ATP binding	molecular_function	GO:0005524
73039	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
73101	3077	carbohydrate metabolism	biological_process	GO:0005975
73101	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
73103	18322	response to freezing	biological_process	GO:0050826
73103	18321	ice binding	molecular_function	GO:0050825
73103	12870	homoiothermy	biological_process	GO:0042309
73103	3503	protein biosynthesis	biological_process	GO:0006412
73103	2953	ribosome	cellular_component	GO:0005840
73103	2746	intracellular	cellular_component	GO:0005622
73103	1107	structural constituent of ribosome	molecular_function	GO:0003735
73104	4913	zinc ion binding	molecular_function	GO:0008270
73104	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
73104	2757	nucleus	cellular_component	GO:0005634
73104	1076	transcription factor activity	molecular_function	GO:0003700
73104	3444	transcription	biological_process	GO:0006350
73104	1056	DNA binding	molecular_function	GO:0003677
73110	4738	N-acetyltransferase activity	molecular_function	GO:0008080
73110	1473	diamine N-acetyltransferase activity	molecular_function	GO:0004145
73119	3551	protein amino acid phosphorylation	biological_process	GO:0006468
73119	2653	ATP binding	molecular_function	GO:0005524
73119	1939	protein kinase activity	molecular_function	GO:0004672
73119	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
73119	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
73134	3094	trehalose biosynthesis	biological_process	GO:0005992
73134	1171	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	GO:0003825
73173	4200	cell communication	biological_process	GO:0007154
73173	2742	cell wall	cellular_component	GO:0005618
73173	2700	extracellular region	cellular_component	GO:0005576
73179	18613	glucan endo-1,3-alpha-glucosidase activity	molecular_function	GO:0051118
73190	5046	3'-5' exonuclease activity	molecular_function	GO:0008408
73190	3359	DNA replication	biological_process	GO:0006260
73190	1233	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
73190	1056	DNA binding	molecular_function	GO:0003677
73190	157	nucleotide binding	molecular_function	GO:0000166
73190	10782	sigma DNA polymerase activity	molecular_function	GO:0019984
73190	8197	theta DNA polymerase activity	molecular_function	GO:0016452
73190	8196	nu DNA polymerase activity	molecular_function	GO:0016451
73190	8195	kappa DNA polymerase activity	molecular_function	GO:0016450
73190	8194	lambda DNA polymerase activity	molecular_function	GO:0016449
73190	8193	mu DNA polymerase activity	molecular_function	GO:0016448
73190	7809	iota DNA polymerase activity	molecular_function	GO:0016000
73190	7808	eta DNA polymerase activity	molecular_function	GO:0015999
73190	1240	gamma DNA-directed DNA polymerase activity	molecular_function	GO:0003895
73190	1239	zeta DNA polymerase activity	molecular_function	GO:0003894
73190	1238	epsilon DNA polymerase activity	molecular_function	GO:0003893
73190	1236	delta DNA polymerase activity	molecular_function	GO:0003891
73190	1235	beta DNA polymerase activity	molecular_function	GO:0003890
73190	1234	alpha DNA polymerase activity	molecular_function	GO:0003889
73231	3503	protein biosynthesis	biological_process	GO:0006412
73231	2953	ribosome	cellular_component	GO:0005840
73231	2746	intracellular	cellular_component	GO:0005622
73231	1107	structural constituent of ribosome	molecular_function	GO:0003735
73250	7826	membrane	cellular_component	GO:0016020
73250	3879	transport	biological_process	GO:0006810
73250	2450	transporter activity	molecular_function	GO:0005215
73344	3218	electron transport	biological_process	GO:0006118
73344	1783	monooxygenase activity	molecular_function	GO:0004497
73417	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
73417	2757	nucleus	cellular_component	GO:0005634
73417	1056	DNA binding	molecular_function	GO:0003677
73508	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
73508	2653	ATP binding	molecular_function	GO:0005524
73508	1683	helicase activity	molecular_function	GO:0004386
73508	1055	nucleic acid binding	molecular_function	GO:0003676
73513	4804	metabolism	biological_process	GO:0008152
73513	1290	NAD+ kinase activity	molecular_function	GO:0003951
73517	2641	calcium ion binding	molecular_function	GO:0005509
73523	4033	response to oxidative stress	biological_process	GO:0006979
73523	1872	peroxidase activity	molecular_function	GO:0004601
73525	5191	protein transporter activity	molecular_function	GO:0008565
73525	2855	cytoplasm	cellular_component	GO:0005737
73525	2765	nuclear pore	cellular_component	GO:0005643
73525	2757	nucleus	cellular_component	GO:0005634
73525	60	protein-nucleus import, docking	biological_process	GO:0000059
73525	4925	cell proliferation	biological_process	GO:0008283
73525	4906	importin-alpha export receptor activity	molecular_function	GO:0008262
73525	3973	apoptosis	biological_process	GO:0006915
73536	8235	oxidoreductase activity	molecular_function	GO:0016491
73536	3599	amino acid metabolism	biological_process	GO:0006520
73536	1651	glutamate dehydrogenase (NADP+) activity	molecular_function	GO:0004354
73559	4913	zinc ion binding	molecular_function	GO:0008270
73559	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
73559	2757	nucleus	cellular_component	GO:0005634
73559	1076	transcription factor activity	molecular_function	GO:0003700
73559	3444	transcription	biological_process	GO:0006350
73559	1056	DNA binding	molecular_function	GO:0003677
73564	3591	ubiquitin-dependent protein catabolism	biological_process	GO:0006511
73564	2952	proteasome core complex (sensu Eukaryota)	cellular_component	GO:0005839
73564	1503	endopeptidase activity	molecular_function	GO:0004175
73564	1597	threonine endopeptidase activity	molecular_function	GO:0004298
73564	1598	proteasome endopeptidase activity	molecular_function	GO:0004299
73571	3218	electron transport	biological_process	GO:0006118
73571	2863	mitochondrial electron transport chain	cellular_component	GO:0005746
73571	2626	electron transporter activity	molecular_function	GO:0005489
73571	4777	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
73574	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
73574	157	nucleotide binding	molecular_function	GO:0000166
73574	2653	ATP binding	molecular_function	GO:0005524
73574	10979	protein catabolism	biological_process	GO:0030163
73574	8516	hydrolase activity	molecular_function	GO:0016787
73574	2855	cytoplasm	cellular_component	GO:0005737
73574	2757	nucleus	cellular_component	GO:0005634
73604	1329	acid phosphatase activity	molecular_function	GO:0003993
73618	5367	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	GO:0008757
73618	3710	fatty acid biosynthesis	biological_process	GO:0006633
73618	1170	catalytic activity	molecular_function	GO:0003824
73618	8471	transferase activity	molecular_function	GO:0016740
73618	4804	metabolism	biological_process	GO:0008152
73618	4820	methyltransferase activity	molecular_function	GO:0008168
73618	8235	oxidoreductase activity	molecular_function	GO:0016491
73618	4913	zinc ion binding	molecular_function	GO:0008270
73618	17027	cofactor binding	molecular_function	GO:0048037
73621	5367	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	GO:0008757
73621	3710	fatty acid biosynthesis	biological_process	GO:0006633
73621	1170	catalytic activity	molecular_function	GO:0003824
73621	8471	transferase activity	molecular_function	GO:0016740
73621	4804	metabolism	biological_process	GO:0008152
73621	11963	phosphopantetheine binding	molecular_function	GO:0031177
73621	17027	cofactor binding	molecular_function	GO:0048037
73623	3800	aromatic compound metabolism	biological_process	GO:0006725
73623	1783	monooxygenase activity	molecular_function	GO:0004497
73623	8235	oxidoreductase activity	molecular_function	GO:0016491
73623	4804	metabolism	biological_process	GO:0008152
73623	3218	electron transport	biological_process	GO:0006118
73623	9509	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
73631	3218	electron transport	biological_process	GO:0006118
73632	11061	cellulose binding	molecular_function	GO:0030248
73632	3077	carbohydrate metabolism	biological_process	GO:0005975
73632	2700	extracellular region	cellular_component	GO:0005576
73632	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
73632	8516	hydrolase activity	molecular_function	GO:0016787
73632	4804	metabolism	biological_process	GO:0008152
73632	1170	catalytic activity	molecular_function	GO:0003824
73638	11061	cellulose binding	molecular_function	GO:0030248
73638	3077	carbohydrate metabolism	biological_process	GO:0005975
73638	2700	extracellular region	cellular_component	GO:0005576
73638	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
73643	11061	cellulose binding	molecular_function	GO:0030248
73643	3077	carbohydrate metabolism	biological_process	GO:0005975
73643	2700	extracellular region	cellular_component	GO:0005576
73643	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
73646	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
73646	3367	DNA replication initiation	biological_process	GO:0006270
73646	2653	ATP binding	molecular_function	GO:0005524
73646	1056	DNA binding	molecular_function	GO:0003677
73646	2757	nucleus	cellular_component	GO:0005634
73646	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
73646	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
73646	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
73646	13179	ATPase activity, coupled	molecular_function	GO:0042623
73646	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
73646	8614	ATPase activity	molecular_function	GO:0016887
73646	7435	DNA translocase activity	molecular_function	GO:0015616
73646	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
73646	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
73646	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
73646	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
73646	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
73647	10941	clathrin vesicle coat	cellular_component	GO:0030125
73647	3946	intracellular protein transport	biological_process	GO:0006886
73654	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
73654	2757	nucleus	cellular_component	GO:0005634
73654	1056	DNA binding	molecular_function	GO:0003677
73665	3196	glycolysis	biological_process	GO:0006096
73665	2653	ATP binding	molecular_function	GO:0005524
73665	1687	hexokinase activity	molecular_function	GO:0004396
73678	2641	calcium ion binding	molecular_function	GO:0005509
73689	4913	zinc ion binding	molecular_function	GO:0008270
73689	2757	nucleus	cellular_component	GO:0005634
73689	1055	nucleic acid binding	molecular_function	GO:0003676
73690	8672	nickel-iron-selenium hydrogenase activity	molecular_function	GO:0016951
73690	8671	nickel-iron hydrogenase activity	molecular_function	GO:0016950
73690	8670	nickel hydrogenase activity	molecular_function	GO:0016949
73690	8669	iron hydrogenase activity	molecular_function	GO:0016948
73690	5507	ferredoxin hydrogenase activity	molecular_function	GO:0008901
73697	15955	hydrogen-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
73697	15927	hydrogen-transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
73697	1276	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
73733	13995	cellular protein metabolism	biological_process	GO:0044267
73733	2653	ATP binding	molecular_function	GO:0005524
73733	2644	protein binding	molecular_function	GO:0005515
73733	1117	chaperonin ATPase activity	molecular_function	GO:0003763
73764	7826	membrane	cellular_component	GO:0016020
73764	3879	transport	biological_process	GO:0006810
73764	2543	nucleoside transporter activity	molecular_function	GO:0005337
73765	3503	protein biosynthesis	biological_process	GO:0006412
73765	2953	ribosome	cellular_component	GO:0005840
73765	2746	intracellular	cellular_component	GO:0005622
73765	1107	structural constituent of ribosome	molecular_function	GO:0003735
73774	4804	metabolism	biological_process	GO:0008152
73774	1170	catalytic activity	molecular_function	GO:0003824
73774	1323	acetate-CoA ligase activity	molecular_function	GO:0003987
73778	3359	DNA replication	biological_process	GO:0006260
73778	2782	DNA replication factor C complex	cellular_component	GO:0005663
73778	1056	DNA binding	molecular_function	GO:0003677
73778	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
73778	157	nucleotide binding	molecular_function	GO:0000166
73778	10782	sigma DNA polymerase activity	molecular_function	GO:0019984
73778	8197	theta DNA polymerase activity	molecular_function	GO:0016452
73778	8196	nu DNA polymerase activity	molecular_function	GO:0016451
73778	8195	kappa DNA polymerase activity	molecular_function	GO:0016450
73778	8194	lambda DNA polymerase activity	molecular_function	GO:0016449
73778	8193	mu DNA polymerase activity	molecular_function	GO:0016448
73778	7809	iota DNA polymerase activity	molecular_function	GO:0016000
73778	7808	eta DNA polymerase activity	molecular_function	GO:0015999
73778	1240	gamma DNA-directed DNA polymerase activity	molecular_function	GO:0003895
73778	1239	zeta DNA polymerase activity	molecular_function	GO:0003894
73778	1238	epsilon DNA polymerase activity	molecular_function	GO:0003893
73778	1236	delta DNA polymerase activity	molecular_function	GO:0003891
73778	1235	beta DNA polymerase activity	molecular_function	GO:0003890
73778	1234	alpha DNA polymerase activity	molecular_function	GO:0003889
73778	1233	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
73783	18582	chaperone binding	molecular_function	GO:0051087
73783	13358	protein homodimerization activity	molecular_function	GO:0042803
73783	3540	protein folding	biological_process	GO:0006457
73783	469	adenyl-nucleotide exchange factor activity	molecular_function	GO:0000774
73790	7827	integral to membrane	cellular_component	GO:0016021
73790	4231	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
73790	680	rhodopsin-like receptor activity	molecular_function	GO:0001584
73790	15955	hydrogen-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
73790	15927	hydrogen-transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
73790	8214	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
73790	7796	ATP synthesis coupled proton transport	biological_process	GO:0015986
73790	2856	mitochondrion	cellular_component	GO:0005739
73790	1276	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
73792	4913	zinc ion binding	molecular_function	GO:0008270
73792	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
73792	2757	nucleus	cellular_component	GO:0005634
73792	1076	transcription factor activity	molecular_function	GO:0003700
73809	3588	proteolysis and peptidolysis	biological_process	GO:0006508
73809	1549	metalloendopeptidase activity	molecular_function	GO:0004222
73809	5331	D-alanyl-D-alanine endopeptidase activity	molecular_function	GO:0008717
73809	1565	mitochondrial inner membrane peptidase activity	molecular_function	GO:0004244
73818	4033	response to oxidative stress	biological_process	GO:0006979
73818	3218	electron transport	biological_process	GO:0006118
73818	1425	catalase activity	molecular_function	GO:0004096
73837	7953	translation release factor activity, codon specific	molecular_function	GO:0016149
73837	3506	translational termination	biological_process	GO:0006415
73837	2855	cytoplasm	cellular_component	GO:0005737
73840	3503	protein biosynthesis	biological_process	GO:0006412
73840	2953	ribosome	cellular_component	GO:0005840
73840	2746	intracellular	cellular_component	GO:0005622
73840	1107	structural constituent of ribosome	molecular_function	GO:0003735
73842	3266	purine ribonucleoside salvage	biological_process	GO:0006166
73842	1337	adenosine kinase activity	molecular_function	GO:0004001
73846	8389	oxidoreductase activity, acting on NADH or NADPH	molecular_function	GO:0016651
73846	3218	electron transport	biological_process	GO:0006118
73846	2860	mitochondrial inner membrane	cellular_component	GO:0005743
73853	3218	electron transport	biological_process	GO:0006118
73853	8235	oxidoreductase activity	molecular_function	GO:0016491
73853	1456	cytochrome-b5 reductase activity	molecular_function	GO:0004128
73862	1560	methionyl aminopeptidase activity	molecular_function	GO:0004239
73873	5268	amino acid biosynthesis	biological_process	GO:0008652
73873	3640	proline biosynthesis	biological_process	GO:0006561
73873	1646	glutamate 5-kinase activity	molecular_function	GO:0004349
73873	1096	RNA binding	molecular_function	GO:0003723
73873	2855	cytoplasm	cellular_component	GO:0005737
73876	4913	zinc ion binding	molecular_function	GO:0008270
73876	4883	metallopeptidase activity	molecular_function	GO:0008237
73876	3588	proteolysis and peptidolysis	biological_process	GO:0006508
73895	1055	nucleic acid binding	molecular_function	GO:0003676
73897	3588	proteolysis and peptidolysis	biological_process	GO:0006508
73897	1596	trypsin activity	molecular_function	GO:0004295
73897	1579	chymotrypsin activity	molecular_function	GO:0004263
73903	8762	6-phosphogluconolactonase activity	molecular_function	GO:0017057
73903	3198	pentose-phosphate shunt	biological_process	GO:0006098
73924	15955	hydrogen-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
73924	15927	hydrogen-transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
73924	8214	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
73924	7796	ATP synthesis coupled proton transport	biological_process	GO:0015986
73924	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
73924	7827	integral to membrane	cellular_component	GO:0016021
73924	3879	transport	biological_process	GO:0006810
73924	2653	ATP binding	molecular_function	GO:0005524
73924	8614	ATPase activity	molecular_function	GO:0016887
73924	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
73924	157	nucleotide binding	molecular_function	GO:0000166
73933	1055	nucleic acid binding	molecular_function	GO:0003676
73934	8335	amino acid binding	molecular_function	GO:0016597
73934	4804	metabolism	biological_process	GO:0008152
73934	5684	branched chain family amino acid biosynthesis	biological_process	GO:0009082
73934	1320	acetolactate synthase activity	molecular_function	GO:0003984
73937	3307	'de novo' pyrimidine base biosynthesis	biological_process	GO:0006207
73937	1401	aspartate carbamoyltransferase activity	molecular_function	GO:0004070
73937	5943	ornithine carbamoyltransferase complex	cellular_component	GO:0009348
73937	3599	amino acid metabolism	biological_process	GO:0006520
73937	1857	ornithine carbamoyltransferase activity	molecular_function	GO:0004585
73937	8474	carboxyl- and carbamoyltransferase activity	molecular_function	GO:0016743
73937	8335	amino acid binding	molecular_function	GO:0016597
73967	2746	intracellular	cellular_component	GO:0005622
73967	1126	actin binding	molecular_function	GO:0003779
73997	63	acyl-CoA binding	molecular_function	GO:0000062
74017	1055	nucleic acid binding	molecular_function	GO:0003676
74020	3307	'de novo' pyrimidine base biosynthesis	biological_process	GO:0006207
74020	1862	orotidine-5'-phosphate decarboxylase activity	molecular_function	GO:0004590
74026	5270	phospholipid biosynthesis	biological_process	GO:0008654
74026	1227	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	molecular_function	GO:0003881
74030	4929	protein serine/threonine phosphatase complex	cellular_component	GO:0008287
74030	3553	protein amino acid dephosphorylation	biological_process	GO:0006470
74030	1988	protein serine/threonine phosphatase activity	molecular_function	GO:0004722
74030	1170	catalytic activity	molecular_function	GO:0003824
74030	11169	protein phosphatase type 2B activity	molecular_function	GO:0030357
74030	8732	myosin phosphatase complex	cellular_component	GO:0017023
74030	8729	myosin phosphatase regulator activity	molecular_function	GO:0017020
74030	8728	myosin phosphatase activity	molecular_function	GO:0017018
74030	6906	protein phosphatase type 2C activity	molecular_function	GO:0015071
74030	5220	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
74030	5058	CTD phosphatase activity	molecular_function	GO:0008420
74030	3065	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
74030	1990	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
74030	1989	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
74030	1987	phosphoprotein phosphatase activity	molecular_function	GO:0004721
74030	149	protein phosphatase type 2A activity	molecular_function	GO:0000158
74041	8498	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
74041	5660	biosynthesis	biological_process	GO:0009058
74041	1400	aspartate transaminase activity	molecular_function	GO:0004069
74047	3359	DNA replication	biological_process	GO:0006260
74047	3073	ribonucleoside-diphosphate reductase complex	cellular_component	GO:0005971
74047	2014	ribonucleoside-diphosphate reductase activity	molecular_function	GO:0004748
74057	7826	membrane	cellular_component	GO:0016020
74057	3881	cation transport	biological_process	GO:0006812
74057	2485	cation channel activity	molecular_function	GO:0005261
74057	3880	ion transport	biological_process	GO:0006811
74057	2451	ion channel activity	molecular_function	GO:0005216
74070	7826	membrane	cellular_component	GO:0016020
74070	3929	amino acid transport	biological_process	GO:0006865
74070	2494	amino acid-polyamine transporter activity	molecular_function	GO:0005279
74070	3879	transport	biological_process	GO:0006810
74080	7750	pantothenate biosynthesis	biological_process	GO:0015940
74080	1864	pantoate-beta-alanine ligase activity	molecular_function	GO:0004592
74091	4913	zinc ion binding	molecular_function	GO:0008270
74091	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
74091	2757	nucleus	cellular_component	GO:0005634
74091	1076	transcription factor activity	molecular_function	GO:0003700
74091	3444	transcription	biological_process	GO:0006350
74091	1056	DNA binding	molecular_function	GO:0003677
74099	2757	nucleus	cellular_component	GO:0005634
74103	4804	metabolism	biological_process	GO:0008152
74103	2855	cytoplasm	cellular_component	GO:0005737
74103	1661	glutathione transferase activity	molecular_function	GO:0004364
74118	11169	protein phosphatase type 2B activity	molecular_function	GO:0030357
74118	8732	myosin phosphatase complex	cellular_component	GO:0017023
74118	8729	myosin phosphatase regulator activity	molecular_function	GO:0017020
74118	8728	myosin phosphatase activity	molecular_function	GO:0017018
74118	6906	protein phosphatase type 2C activity	molecular_function	GO:0015071
74118	5220	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
74118	5058	CTD phosphatase activity	molecular_function	GO:0008420
74118	3065	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
74118	1990	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
74118	1989	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
74118	1987	phosphoprotein phosphatase activity	molecular_function	GO:0004721
74118	149	protein phosphatase type 2A activity	molecular_function	GO:0000158
74122	15833	carbohydrate phosphorylation	biological_process	GO:0046835
74122	3114	galactose metabolism	biological_process	GO:0006012
74122	2653	ATP binding	molecular_function	GO:0005524
74122	1632	galactokinase activity	molecular_function	GO:0004335
74122	8097	phosphorylation	biological_process	GO:0016310
74122	8089	kinase activity	molecular_function	GO:0016301
74122	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
74122	4804	metabolism	biological_process	GO:0008152
74122	2855	cytoplasm	cellular_component	GO:0005737
74123	5684	branched chain family amino acid biosynthesis	biological_process	GO:0009082
74123	1320	acetolactate synthase activity	molecular_function	GO:0003984
74129	6196	response to wounding	biological_process	GO:0009611
74129	2128	serine-type endopeptidase inhibitor activity	molecular_function	GO:0004867
74156	3588	proteolysis and peptidolysis	biological_process	GO:0006508
74156	1522	pepsin A activity	molecular_function	GO:0004194
74156	1518	aspartic-type endopeptidase activity	molecular_function	GO:0004190
74158	4913	zinc ion binding	molecular_function	GO:0008270
74158	4883	metallopeptidase activity	molecular_function	GO:0008237
74158	3588	proteolysis and peptidolysis	biological_process	GO:0006508
74162	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
74162	2653	ATP binding	molecular_function	GO:0005524
74162	1055	nucleic acid binding	molecular_function	GO:0003676
74162	1683	helicase activity	molecular_function	GO:0004386
74162	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
74162	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
74162	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
74162	8207	pyrophosphatase activity	molecular_function	GO:0016462
74162	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
74162	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
74162	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
74162	5336	DNA helicase IV activity	molecular_function	GO:0008722
74162	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
74162	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
74168	1854	dolichyl-phosphate beta-D-mannosyltransferase activity	molecular_function	GO:0004582
74187	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
74187	157	nucleotide binding	molecular_function	GO:0000166
74187	2653	ATP binding	molecular_function	GO:0005524
74194	8235	oxidoreductase activity	molecular_function	GO:0016491
74194	4804	metabolism	biological_process	GO:0008152
74194	1421	carbonyl reductase (NADPH) activity	molecular_function	GO:0004090
74215	7827	integral to membrane	cellular_component	GO:0016021
74215	6000	response to xenobiotic stimulus	biological_process	GO:0009410
74223	3077	carbohydrate metabolism	biological_process	GO:0005975
74223	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
74228	8235	oxidoreductase activity	molecular_function	GO:0016491
74228	8449	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	molecular_function	GO:0016717
74228	7826	membrane	cellular_component	GO:0016020
74228	3713	fatty acid desaturation	biological_process	GO:0006636
74228	17681	phosphatidylcholine desaturase activity	molecular_function	GO:0050184
74235	5785	deoxyribonucleoside diphosphate metabolism	biological_process	GO:0009186
74235	2014	ribonucleoside-diphosphate reductase activity	molecular_function	GO:0004748
74241	1055	nucleic acid binding	molecular_function	GO:0003676
74252	3504	translational initiation	biological_process	GO:0006413
74252	1108	translation initiation factor activity	molecular_function	GO:0003743
74258	3522	phenylalanyl-tRNA aminoacylation	biological_process	GO:0006432
74258	2855	cytoplasm	cellular_component	GO:0005737
74258	2653	ATP binding	molecular_function	GO:0005524
74258	2088	phenylalanine-tRNA ligase activity	molecular_function	GO:0004826
74258	5923	phenylalanine-tRNA ligase complex	cellular_component	GO:0009328
74278	8235	oxidoreductase activity	molecular_function	GO:0016491
74278	3218	electron transport	biological_process	GO:0006118
74278	6871	disulfide oxidoreductase activity	molecular_function	GO:0015036
74282	8536	proprotein convertase activity	molecular_function	GO:0016808
74282	5594	serine-type signal peptidase activity	molecular_function	GO:0008991
74282	4889	plasminogen activator activity	molecular_function	GO:0008243
74282	4786	pancreatic elastase activity	molecular_function	GO:0008132
74282	1591	subtilase activity	molecular_function	GO:0004289
74282	1573	serine-type endopeptidase activity	molecular_function	GO:0004252
74289	2855	cytoplasm	cellular_component	GO:0005737
74289	2757	nucleus	cellular_component	GO:0005634
74318	5191	protein transporter activity	molecular_function	GO:0008565
74318	2855	cytoplasm	cellular_component	GO:0005737
74318	2765	nuclear pore	cellular_component	GO:0005643
74318	2757	nucleus	cellular_component	GO:0005634
74318	60	protein-nucleus import, docking	biological_process	GO:0000059
74318	8090	phosphatidylinositol 3-kinase activity	molecular_function	GO:0016303
74318	6908	phosphatidylinositol 3-kinase, class I, regulator activity	molecular_function	GO:0015073
74318	6907	phosphatidylinositol 3-kinase, class I, catalyst activity	molecular_function	GO:0015072
74318	1718	1-phosphatidylinositol 3-kinase	molecular_function	GO:0004429
74323	2653	ATP binding	molecular_function	GO:0005524
74323	1056	DNA binding	molecular_function	GO:0003677
74323	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
